	786_0	A498	A549_ATCC	ACHN	BT_549	CAKI_1	CCRF_CEM	COLO_205	DU_145	EKVX	HCC_2998	HCT_116	HCT_15	HL_60_TB	HOP_62	HOP_92	HS_578T	HT29	IGROV1	KM12	K_562	LOX_IMVI	M14	MALME_3M	MCF7	MDA_MB_231_ATCC	MDA_MB_435	MDA_N	MOLT_4	NCI_ADR_RES	NCI_H226	NCI_H23	NCI_H322M	NCI_H460	NCI_H522	OVCAR_3	OVCAR_4	OVCAR_5	OVCAR_8	PC_3	RPMI_8226	RXF_393	SF_268	SF_295	SF_539	SK_MEL_2	SK_MEL_28	SK_MEL_5	SK_OV_3	SN12C	SNB_19	SNB_75	SR	SW_620	TK_10	T_47D	U251	UACC_257	UACC_62	UO_31
STOM	1.70935	2.69732	2.40552	1.93171	2.56705	2.82655	0.545307	2.13748	2.43929	2.26869	1.48073	1.83816	1.51627	2.57735	1.47056	2.08575	2.2283	1.47567	2.42643	1.72419	2.27393	2.55606	2.76977	2.42374	1.99747	1.58782	2.47295	2.54476	1.55291	2.44196	2.51516	2.65887	2.33905	2.10006	1.73981	1.96619	2.13909	2.1051	2.6481	2.09061	2.56473	2.22712	2.51974	2.03072	2.09209	2.23322	2.7179	2.83702	1.99752	2.09978	2.04552	2.35114	3.03635	1.51786	2.26618	2.47239	1.91062	2.60438	2.6473	2.73385
MMP2	2.52089	1.5302	1.45179	1.57588	1.68142	1.3962	1.49803	1.37457	1.65744	1.56289	1.45393	1.41414	1.3604	1.4894	2.13485	2.25828	2.76576	1.31069	0.687529	1.42374	1.48044	2.33907	1.64375	1.83315	0.680336	1.47986	1.57322	1.37144	1.49762	1.43981	1.7383	1.44886	1.28012	1.87645	1.74099	1.66191	1.55096	1.57217	1.52776	1.5266	1.41946	2.57165	1.70995	3.02493	2.76203	2.04517	1.42423	1.41447	1.63458	1.52994	2.4878	3.05206	1.42078	1.31513	1.576	1.28601	2.33764	2.00552	2.29059	1.63033
LGALS1	3.86488	3.59546	3.41414	3.54038	3.81243	3.69809	3.10249	2.7834	3.62918	3.55867	1.53555	3.44513	2.14392	2.65409	3.73675	3.64943	3.53984	2.24586	3.64369	2.23877	2.79826	3.53717	3.88238	3.57265	3.08796	3.44214	3.65345	3.63994	1.99651	3.56281	3.40529	3.51991	2.15549	3.33685	1.89182	2.98568	3.43861	3.45336	3.58066	3.67962	3.1977	3.69146	3.53283	3.59762	3.57478	3.73028	3.49434	3.46635	3.76223	3.47564	3.54571	3.68993	3.42182	3.25549	3.70094	3.33476	3.49734	3.27574	3.7364	3.49584
THBS1	2.16965	1.3145	0.859138	2.48717	2.28434	2.49482	-0.180456	-0.0655015	1.2584	2.39893	0.97359	-0.309804	1.15442	0.0606978	2.0182	2.34183	2.65994	0.804821	-0.481486	-0.638272	0.31597	1.30878	1.17173	0.872739	-0.00877392	2.6573	2.07221	2.05026	0.692847	2.28323	2.51124	1.91871	1.82698	-0.221849	-0.244125	1.8374	1.95952	1.76433	1.83734	0.830589	-0.187087	2.1586	2.70355	2.15415	2.9694	2.29101	-0.327902	-0.091515	2.55889	1.76849	2.40088	2.726	-0.886057	0.894316	2.40485	1.95323	2.28803	0.274158	1.59406	2.25563
CPE	1.05652	0.691081	0.456366	-0.0861861	0.819544	-0.455932	-0.431798	0.628389	1.04218	0.841985	-0.0315171	1.38328	0.720159	-0.346787	0.557507	1.53933	1.72501	0.404834	-0.207608	-0.0861861	0.522444	0.673021	0.0170333	0.502427	1.01326	1.21722	-0.356547	-0.130768	-0.30103	1.14582	1.09726	2.45428	1.16673	1.22505	0.603144	1.43265	1.16909	0.772322	2.45344	1.30535	-0.130768	1.30016	1.55991	1.23502	1.76185	1.11992	-0.200659	0.9154	1.50732	1.22089	0.511883	1.92516	0.045323	1.23729	0.247973	2.44874	1.2388	0.274158	1.1232	0.840733
EIF5A	2.27928	2.01507	2.72403	2.11797	2.422	2.95336	3.14401	2.30393	3.2493	1.93606	2.34224	3.49693	3.43217	2.08611	1.86876	2.03914	3.29323	3.13782	3.25928	3.62269	3.2192	3.24383	2.8009	2.83854	1.85878	1.78412	3.21787	3.20901	2.38356	2.03794	3.05965	1.95036	3.24081	3.18025	3.05199	2.32129	3.15916	1.922	1.90881	2.37188	3.12567	2.96036	2.25588	3.10062	2.01941	2.19665	1.73191	2.09468	2.2449	3.3895	2.0924	1.93852	3.03373	3.43547	2.19659	1.69836	2.27971	2.05595	3.38575	2.53403
CDH1	-0.00877392	0.130334	2.14903	1.75534	0.0569049	1.7165	0.245513	3.05903	2.04646	2.46312	2.82769	2.07573	3.00818	0.161368	0.346353	0.0128372	0.292256	2.88656	1.31027	2.65454	-0.00877392	-0.0268721	0.416641	2.93599	3.05475	-0.283997	-0.187087	-0.0132283	0.173186	-0.142668	-0.283997	-0.136677	3.18468	0.264818	0.380211	2.2929	2.43363	0.252853	-0.221849	1.61888	0.376577	-0.091515	0.453318	0.240549	0.0827854	0.0606978	-0.267606	1.91057	1.47041	0.252853	0.367356	0.392697	-0.102373	2.35034	0.469822	3.18066	-0.29243	2.57949	0.523746	-0.142668
PLP2	3.0325	2.75356	2.99736	2.77493	3.021	2.87976	2.12992	2.60589	2.98317	3.22958	3.06722	3.00287	3.08279	2.54479	3.08251	3.28428	2.82182	2.99675	1.33244	2.9704	2.53185	2.71491	3.02645	2.71325	2.35342	3.28952	3.04551	3.03138	2.01465	2.95603	2.88871	2.95821	2.3221	3.0128	3.01389	2.58776	2.9123	2.93582	2.88185	3.14608	3.04408	3.09032	3.0015	2.9214	2.89119	2.75565	2.92391	0.838219	2.91097	3.00835	3.2055	2.94139	3.05034	3.21212	3.08413	2.93601	3.00999	2.72355	2.91235	2.6967
HLA-DPB1	1.4239	0.820858	0.55145	2.05146	1.29601	1.30406	1.26858	1.11661	0.748963	1.09237	0.729974	1.22943	1.2584	1.55775	0.820201	1.89081	0.965672	1.14613	1.63609	1.07041	0.969882	0.777427	2.96114	0.965202	1.54245	0.684845	2.02686	2.29988	0.640481	1.56679	1.07846	1.61458	1.1284	1.47129	1.33646	1.51308	1.49374	2.08077	1.49859	0.834421	1.85333	2.03181	1.8526	1.79162	1.40209	2.75364	2.08468	1.51335	1.39076	1.31429	1.3442	1.79	2.16738	1.49748	0.655138	1.51812	1.18412	2.39898	2.14029	1.64246
GPNMB	1.05805	1.82471	1.48473	1.21564	1.36286	1.05956	1.11826	1.03743	1.33666	1.4813	1.39305	1.60509	1.14457	1.27045	1.80509	2.15987	2.19734	1.29336	1.2071	1.35832	1.00303	1.2235	3.56844	3.27899	1.25237	1.19368	3.11067	3.12902	1.36642	1.19424	1.64738	1.29026	1.83448	1.5042	1.44326	1.75097	2.06974	1.35295	1.40329	1.40993	2.16056	1.57368	1.54593	2.01553	2.40321	3.3368	3.24467	3.29379	1.31239	1.29579	1.54108	1.86599	1.12483	1.2887	1.12775	1.69037	1.74194	3.24764	3.25113	1.65205
TIMP3	0.454845	0.463893	0.296665	0.243038	1.32181	0.374748	0.404834	-0.0222764	0.123852	0.552668	0.235528	0.491362	0.596597	0.5302	2.3014	2.05216	2.87098	0.474216	0.591065	0.817565	0.639486	0.130334	2.18164	2.50682	1.61888	1.92418	1.99467	2.07247	0.564666	0.303196	1.63979	0.510545	0.262451	0.658965	1.4456	2.27374	2.28094	1.35984	0.0211893	1.15503	0.52763	0.824126	1.58478	2.32381	2.44011	1.97021	2.84925	2.1733	0.621176	0.10721	0.746634	1.8391	0.0253059	1.08422	0.928396	0.161368	0.457882	2.61145	2.77858	0.462398
IGFBP7	1.93414	2.59514	1.8284	2.81407	2.35017	3.10423	-0.00877392	-0.481486	-0.443697	2.15482	-0.113509	-0.0861861	0	2.51455	1.83512	2.40326	3.1837	-0.130768	0.792392	0.501059	-0.431798	0.816241	2.29026	2.63308	0.817565	3.0137	2.40016	2.25773	1.86764	-0.318759	2.41691	1.37401	1.18013	0.879669	-0.0132283	1.82347	2.78097	0.623249	1.52153	0.804139	-0.142668	2.53841	2.62428	1.49955	2.66922	2.38502	2.7255	2.28056	2.48299	-0.619789	3.26833	3.01751	-0.537602	-0.107905	2.96748	1.20763	2.67816	2.46538	1.50215	3.01694
BHLHB2	2.46117	2.65246	2.45687	2.29012	2.28733	2.1648	0.123852	2.36307	2.1543	2.42483	2.08775	1.97937	1.42406	1.73616	2.27786	1.88058	2.40131	0.619093	2.26524	2.23249	2.15476	2.26928	2.56155	2.82757	2.15884	2.03129	2.04198	2.1642	1.11227	2.20664	2.65983	2.29135	2.22401	2.53401	2.22575	2.33399	2.35422	1.70355	2.34023	2.62191	1.63998	2.79289	2.22696	2.31714	2.83413	2.02816	2.40804	2.48127	2.38101	2.34823	2.50007	2.48389	2.88757	2.19907	2.59882	2.55592	2.49261	2.28085	2.21661	2.37218
HTRA1	1.98731	2.15406	2.19223	1.96689	2.20556	1.92174	1.09026	1.61278	2.10154	2.07225	1.20602	1.44545	1.49638	1.59956	0.959518	1.68851	2.5758	1.4603	1.44436	1.63919	1.39637	1.14457	2.60925	2.77082	2.23742	1.98444	1.79595	1.9349	0.96895	1.64177	1.98159	1.82988	1.58894	2.31833	1.95158	1.60638	1.92814	2.23626	1.8302	2.42293	1.79768	2.32292	1.72493	2.27729	2.61771	1.8053	2.80194	2.11093	2.3294	2.34252	1.93972	2.99663	1.2071	2.02214	2.06141	1.72337	1.44248	2.13497	2.46596	1.91976
ITPR3	2.29842	2.54434	2.1719	2.48027	0.857935	1.98883	2.07998	2.0192	2.33935	2.03113	2.57041	2.43894	2.37676	1.13386	2.39534	2.26333	2.18631	2.65975	2.29988	1.91661	2.21693	0.993436	2.54129	2.50865	2.36534	2.67878	2.33989	2.3954	2.16391	2.32811	2.50576	2.1312	2.11896	2.20388	1.60412	1.95323	2.35118	2.36879	2.12156	2.47619	2.15634	2.39962	0.711807	2.12574	2.42643	2.36948	2.36845	0.631444	2.49828	2.11684	2.16441	2.10582	2.34747	2.42308	2.58316	2.16643	2.13605	2.31689	2.3311	2.24657
CREG1	2.09753	2.75351	2.35288	2.22619	1.21085	2.25645	2.06243	2.74708	2.18738	2.08533	2.51022	2.38562	2.43327	2.64347	1.83897	2.261	1.31848	2.08095	2.39503	2.38963	2.85302	0.11059	2.16714	2.57038	2.30298	2.44325	1.99656	2.16693	1.80726	2.14983	2.37243	2.13376	2.61682	3.11542	2.08909	2.69338	2.83753	2.41732	2.0258	2.1714	3.41942	2.01414	2.19767	2.15366	2.15137	2.11737	2.22274	2.20815	2.28289	1.96374	1.75097	2.50293	2.2068	2.61967	2.00108	2.84999	1.89104	2.48824	1.98802	2.04798
RRBP1	1.29469	1.52879	1.19424	1.45954	1.97243	1.59395	1.44012	1.6932	0.764923	1.52634	1.75656	1.48926	1.48001	0.71433	1.77576	0.819544	2.13264	1.44498	1.76185	1.61002	0.710117	1.25285	1.64572	1.30514	0.735599	2.08842	1.54158	1.85649	0.404834	1.38703	1.42619	0.78533	0.574031	0.670246	1.36773	0.899273	1.06819	0.836957	0.276462	0.578639	1.54777	1.30363	0.745075	1.67504	1.91429	1.63789	1.94591	0.748188	1.43008	0.820201	1.38917	2.05026	1.67797	1.07041	1.43072	1.27068	1.17319	1.65925	1.83225	1.0187
LGMN	2.1285	1.25527	2.00389	2.09181	1.90037	1.97396	1.51917	2.24748	1.83683	1.7981	2.26048	1.89998	1.9008	0.549003	1.85333	1.36418	2.22396	2.1502	1.08279	2.35782	-0.148742	1.96923	1.51041	2.07056	2.07788	1.93207	2.00191	2.13104	1.5311	2.12772	1.86291	1.88564	1.98068	1.88412	2.02366	2.09788	2.22175	2.14342	1.96057	2.05285	2.94258	1.81365	1.91004	0.884795	2.17754	2.30621	1.64316	2.07092	1.71792	2.12172	1.40054	2.21101	0.459392	1.9525	2.1856	2.05854	1.85473	2.01712	2.04603	2.12225
PLS3	2.97526	3.12939	3.02543	2.62465	3.0128	2.94983	0.874482	2.68697	2.83737	3.14775	2.69131	2.536	2.59639	0.10721	2.92412	2.801	3.16644	1.85552	3.04773	2.63927	0.469822	2.88345	2.82576	2.85082	2.6242	2.94754	2.91763	2.95472	1.60065	2.67021	3.00246	2.78163	3.02688	2.83601	2.49195	2.79423	3.21232	2.38655	2.72801	3.14062	2.46313	2.69954	3.22234	2.90728	2.76127	2.76644	2.73395	2.73522	3.03501	2.65025	3.04596	2.79389	0.511883	2.87452	2.61302	2.54755	3.09018	2.41775	2.71232	2.90489
CTBP2 /// LOC645291 /// LOC645508 /// LOC650999	2.43045	2.30289	2.34171	2.32913	2.38362	2.22458	1.02202	2.67084	2.42645	2.31775	2.56571	2.47583	2.51882	2.17699	2.16095	2.18721	2.38694	2.49222	2.28574	2.71261	-0.251812	2.47246	2.30814	2.30589	2.39999	2.47603	2.31873	2.32267	0.432969	2.33832	2.28796	2.58534	2.70105	2.64942	2.56314	2.6486	2.46007	2.50026	2.47107	2.22045	1.01703	2.54301	2.3958	2.16268	2.24353	2.31131	2.47227	2.02837	2.26949	2.35767	2.48233	2.08001	1.88047	2.58638	2.13887	2.18568	2.58574	2.20145	1.93049	2.36069
CTBP2 /// LOC645291 /// LOC650999	1.94763	1.85733	2.0456	1.84559	1.89248	1.90918	0.910624	2.17108	1.92293	1.7912	2.149	1.93912	2.02572	2.04218	1.7876	2.01132	1.44028	1.96114	2.03933	2.14358	0.113943	1.85552	1.95386	1.89037	1.97192	1.80387	1.58388	1.7273	0.5302	1.71883	1.94404	1.93967	2.24561	2.13713	2.03519	2.21381	2.13469	2.02185	1.90849	2.04653	1.28421	1.97387	1.97174	1.65581	1.56785	1.94151	1.91323	1.62808	1.94885	2.09771	1.83206	1.52956	1.28556	2.17386	1.95535	1.82549	1.85751	1.90789	1.55072	1.83753
BTG2	0.437751	1.48387	0.576341	0.729165	0.879669	0.519828	1.33345	1.41631	0.550228	1.40415	1.3955	1.48216	1.48601	0.782473	0.564666	0.726727	1.25042	0.959995	1.42521	1.38039	1.15412	1.21854	0.83187	0.845098	1.7074	1.19005	1.00303	1.09237	0.956168	1.21932	1.61002	1.32449	0.439333	1.30707	1.32449	1.22531	1.66389	1.38274	1.01703	1.16524	2.19626	1.20493	1.09096	1.29513	1.22298	1.5557	1.2403	1.35025	0.877371	1.13893	1.40398	0.770115	1.20358	1.39129	1.68242	1.03019	1.26245	0.326336	0.902547	1.43072
ATP1B1	2.71759	2.97124	2.84502	2.50903	2.07591	2.72358	1.19783	2.82798	2.63423	2.96784	2.94411	2.35881	2.458	1.05652	3.00263	2.74679	2.04305	2.81133	2.64752	3.44424	1.07846	2.57383	1.85138	2.74943	2.18834	2.5311	1.73239	1.96867	1.52388	2.47727	2.85109	2.34974	2.99981	2.89953	2.16417	2.23982	2.72147	3.08422	2.28056	2.23656	1.21775	3.03282	2.48608	2.64856	3.27037	2.48118	1.96562	2.29354	2.59501	2.73628	2.75507	2.81723	0.698101	2.16584	2.70064	2.50154	2.92723	1.64078	2.44129	2.59434
BGN	0.303196	0.992554	1.12516	0.597695	0.633468	1.15045	0.0530784	0.96895	0.774517	1.33806	1.09096	0.873902	0.730782	1.3032	0.930949	1.38112	2.32201	0.654177	0.4843	0.641474	0.751279	-0.0409586	0.97174	1.27254	1.30514	0.587711	0.537819	0.436163	1.35755	0.434569	0.214844	0.294466	1.14644	0.880242	0.383815	1.41847	1.17377	1.05767	0.579784	1.41814	0.155336	1.31639	0.127105	0.951338	0.858537	0.857935	0.670246	0.585461	1.55267	0.640481	0.755875	2.53342	0.474216	0.985875	1.26293	0.245513	0.895423	1.08027	1.23654	0.776701
AKR1B1	3.67045	3.8605	3.69327	3.67364	2.58598	3.56544	2.6517	1.68895	3.01707	3.50725	1.38578	2.41775	1.52815	2.19582	3.30891	1.91551	3.04566	1.34341	2.95897	0.987219	1.61763	2.67368	3.08503	2.8968	1.55895	3.00719	3.18491	3.15985	3.20524	3.00941	2.87133	2.82187	2.51799	3.23243	2.86625	2.66943	3.05097	2.75588	2.81942	1.53479	2.95898	3.58916	2.71706	3.20679	2.74908	3.03287	2.74072	3.02843	3.29383	2.95865	3.24148	3.19937	2.93853	2.5508	3.89794	1.45117	2.94243	2.95512	2.89016	3.34749
DAB2	1.89037	2.58964	1.66427	1.73544	2.13941	1.9431	0.839478	1.93344	1.3587	1.6939	0.846955	1.07262	0.730782	-0.221849	1.72933	0.569374	2.49381	0.190332	0.469822	0.860338	1.40909	1.74989	1.90466	2.12359	0.943989	1.71391	2.01978	1.79865	0.970347	1.39967	2.14445	1.53807	0.240549	1.24403	1.10106	0.462398	0.429752	1.44044	1.57692	1.67815	0.945469	2.02395	2.43323	1.95545	2.13716	1.35334	2.28246	2.67905	0.399674	1.77225	1.61868	2.17214	0.655138	1.63709	0.569374	1.14239	1.44122	2.46991	1.48686	1.78405
TRAK1	1.19285	0.477121	0.39794	0.925312	0.964731	0.367356	0.595496	1.29226	0.771587	0.340444	1.48869	0.130334	0.98945	1.12156	1.10175	0.814913	1.3483	1.5244	0.346353	0.842609	1.14644	0.434569	1.07664	1.40449	1.20629	0.872156	0.667453	1.14799	0.94939	1.02612	1.13767	0.574031	0.937518	0.510545	0.531479	1.46359	1.45984	1.2222	0.100371	0.552668	0.994317	0.627366	1.02898	0.503791	0.466868	0.885926	1.08814	1.27761	1.04805	1.25912	0.864511	0.746634	0.879096	1.50759	0.802089	1.30984	0.423246	1.46938	1.10585	0.480007
SDC1	2.32683	2.84664	2.21804	2.50286	1.76238	2.18239	0.819544	2.93861	2.36868	2.09251	2.13678	1.87023	1.94141	0.466868	1.67897	1.95574	2.24232	2.38119	1.64306	2.35195	0.69897	2.15293	1.7693	1.40449	1.63709	2.15054	1.95424	1.92044	0.947924	1.74601	2.30707	2.32771	2.50826	1.95429	1.90634	2.1384	1.88604	2.1964	2.29252	2.62832	2.22401	2.35324	1.83187	2.17429	2.25698	1.30298	1.71324	1.26316	2.18179	1.9032	2.23636	1.70969	1.06032	1.94748	1.8888	1.67888	2.35482	1.27277	1.40569	2.16575
ARHGDIB	0.40654	1.19893	0.654177	0.356026	1.60379	0.63749	3.84893	1.23905	0.477121	0.30103	0.494155	0.617	0.454845	3.68524	2.67903	1.64972	1.68224	2.06934	1.42226	0.540329	2.22812	2.64376	0.243038	0.686636	1.0306	2.0333	1.69522	0.767156	3.66294	1.37876	2.28691	0.574031	3.09688	0.462398	0.474216	2.40851	2.26195	2.91815	0.665581	0.673942	3.33217	1.83161	1.81525	2.21139	1.07372	1.73965	0.257679	0.457882	0.612784	0.630428	1.427	1.39375	1.92392	1.64797	0.419956	1.8418	1.78597	0.617	2.28621	2.44866
ANXA4	2.27082	2.9322	2.95862	2.5611	2.10339	2.83311	1.58659	3.03102	2.36968	3.12748	2.67699	2.29658	1.96298	2.13966	1.71139	2.31591	2.04895	2.83387	3.01645	2.45071	1.49996	2.28854	2.56022	2.41959	2.0835	2.25431	2.29097	2.38068	1.87005	1.63839	2.54153	2.16444	2.17537	2.12369	2.10904	1.82308	2.57488	2.25518	2.15348	2.03969	1.73949	2.63993	1.73207	2.16432	1.94305	1.68984	2.1631	1.75159	3.08764	1.78405	1.98367	1.92376	2.03141	2.52248	2.31867	2.14442	2.00514	2.12607	1.92681	2.69912
C5ORF13	2.42744	2.2876	1.95056	2.12372	2.54861	2.30726	3.20357	1.34967	1.85757	2.38342	1.40261	1.81948	1.83359	2.82031	2.08411	2.46031	3.07889	1.41145	2.42573	2.24724	1.31218	2.01961	1.82814	1.40671	2.03011	2.1891	1.92834	1.88287	3.2861	1.88807	2.27256	2.39683	1.48883	2.01833	2.58674	2.20876	2.5222	2.45373	2.40671	2.54002	2.25878	2.84556	2.55377	2.59763	3.30617	2.23088	1.7844	2.06841	1.82802	2.02526	2.40156	3.11645	2.91317	1.99691	2.1119	1.6835	2.35172	1.78902	2.25005	2.12284
ENO2	1.92226	0.752816	2.25285	2.51997	2.30673	2.07313	2.19446	1.78689	2.23669	2.09875	1.58614	2.32201	2.38963	0.414973	2.31161	2.08357	1.90982	1.84136	1.94871	2.46364	1.36977	1.3934	2.42243	2.82936	2.17765	2.23485	1.24846	1.12024	2.19618	2.36423	2.06017	2.36154	1.39498	1.49513	1.56785	1.68886	1.86635	2.24888	2.27759	2.21743	1.77808	2.65683	2.50076	2.02625	2.23942	2.49397	2.51949	2.01216	1.56015	2.27536	2.32576	2.2149	2.44878	2.18284	1.79803	0.260071	2.29975	2.56001	1.22917	2.13997
IFITM2	2.16313	3.11	2.47835	2.93636	3.04876	3.00374	3.18529	1.98277	2.41041	3.6536	2.70278	3.14935	3.50608	2.73216	2.71535	2.99655	2.42007	3.22242	3.35745	1.84739	2.85971	2.73474	2.25947	2.23754	2.73755	2.6625	2.2265	2.27323	2.37605	3.40763	3.34332	3.2842	2.38102	3.17552	2.22714	2.6616	2.79001	3.34379	3.28185	2.60735	2.23454	3.0955	2.62135	2.3222	3.01138	2.38819	1.91535	2.03205	3.25492	3.43299	1.98552	3.40678	3.41934	3.09749	2.22544	2.27012	2.27807	2.34382	2.9807	2.52934
EMP1	-0.136677	1.48316	1.1232	1.3865	2.37681	1.83835	0.184691	1.22686	1.29026	1.71609	2.11647	1.66745	1.44217	1.28488	1.82393	2.45106	1.90655	1.98435	1.75159	1.92096	-0.113509	2.80266	2.49978	3.04366	-0.207608	2.06551	2.25244	2.14826	0.863323	2.45278	2.64772	2.09684	2.57602	1.3881	3.18387	1.72181	1.99734	2.12736	2.10023	2.14703	1.14829	1.01326	2.36127	2.10775	2.41891	1.83778	2.84283	1.17811	2.39354	1.64777	1.69144	2.44439	1.59726	1.77996	0.318063	0.838219	2.17149	2.6822	1.36135	1.87506
ETS2	1.77801	1.74312	1.99878	1.37511	1.92536	1.76612	1.85606	1.97104	1.69452	1.67961	2.38662	1.49845	2.45275	1.8374	1.64227	1.24527	1.66285	2.45877	1.60304	2.13098	1.67733	1.62315	1.69923	1.35526	1.22891	1.83506	1.38525	1.45255	1.82737	1.77093	1.95487	1.55739	1.55666	1.59106	0.322219	1.87326	1.86034	1.78204	1.7303	1.59901	1.27646	2.30895	1.98327	2.17679	1.57772	1.16256	1.38561	1.48558	1.76589	1.60649	1.69002	1.59006	1.99699	2.02971	1.93161	0.298853	2.04179	1.30728	1.52127	1.273
STAT6	1.54851	1.19089	0.905796	1.81458	0.478566	1.56585	0.745075	1.41863	1.56996	1.13799	1.65667	1.22891	1.38775	1.54802	1.06408	1.60195	1.57008	1.75189	1.36847	1.64375	1.49318	1.71525	1.49955	1.82419	1.52231	1.60401	1.70027	1.72239	1.09934	1.78774	1.65447	1.32139	0.222716	1.59284	1.22737	1.20303	1.51733	1.22737	1.33686	0.555094	1.44498	1.51521	0.503791	0.699838	1.42243	1.1089	1.50202	0.788875	1.03222	1.49748	0.694605	0.708421	1.69267	1.49541	1.87858	1.68097	0.303196	1.55678	1.32469	1.65031
ARHGEF12	1.90113	2.16566	2.27191	2.26649	2.57648	2.12493	0.619093	2.41527	2.51571	2.14721	2.26183	2.40449	2.3912	-0.00436481	2.01212	2.38596	2.59583	2.57702	2.23371	2.21437	2.34994	2.30529	2.1717	2.19554	2.31001	2.87774	2.42108	2.41399	0.683047	2.42403	2.33606	2.28378	2.25293	2.22945	2.17615	2.13094	2.37306	2.52119	2.34007	1.97713	1.88041	2.2068	2.53581	2.51602	2.32286	2.00711	2.1642	2.21677	2.39235	2.47516	2.49357	2.4463	2.33496	2.43875	1.72255	2.70642	2.38785	2.18173	2.1089	2.50194
ENC1	2.29321	2.30993	1.96071	1.93323	2.17632	2.11654	0.855519	2.56473	1.89966	2.18682	2.55134	2.40968	2.97629	1.67679	2.79443	2.50825	2.62124	2.66643	2.90771	2.03631	1.24353	2.61063	1.65011	1.92033	1.66417	2.77848	1.52917	1.43791	2.01414	2.07291	2.78211	1.92531	1.91307	2.09437	1.2403	2.69923	2.94238	2.28149	2.01982	2.21141	0.829304	2.04048	2.30696	2.50751	1.94998	2.03068	1.80475	1.11093	1.81551	1.97918	2.97103	2.48975	1.24674	1.89398	2.71376	1.90628	2.86642	1.93222	2.17167	2.31877
GPX3	1.42193	2.10223	2.17725	2.09538	1.28623	2.04104	1.24797	1.94414	2.4086	1.93414	1.17667	1.52827	2.00346	1.41647	2.50031	2.54889	1.24625	1.90601	1.17202	1.63155	1.25455	1.29491	1.46953	1.47494	2.48141	2.64773	1.11494	1.2413	1.48615	2.56645	1.42667	2.38543	2.3597	2.73368	1.69373	2.55214	3.03128	2.36538	2.32274	1.65263	1.42062	1.75526	1.49346	2.09649	1.70053	1.51574	1.28511	1.32056	1.4138	1.49527	1.71775	1.47363	1.37658	1.44436	1.65648	2.55179	1.79754	1.11361	1.4239	1.83232
BAZ2A	1.76545	1.87309	1.57588	2.08023	1.96284	1.91829	1.94748	1.61982	1.84665	1.9267	1.81371	1.10551	2.14625	1.64797	1.88093	0.796574	1.59428	1.63205	2.08465	1.03302	1.91876	1.68547	1.78154	1.09096	1.9973	1.77554	1.76072	1.5193	0.889862	1.987	0.955207	1.8488	1.76723	0.792392	1.35238	1.63558	1.89126	1.14051	1.62655	1.92901	1.41044	0.544068	1.69513	1.59017	0.618048	1.8732	1.74437	1.85582	1.56703	2.00147	0.658965	0.97359	1.8632	1.79351	1.90119	1.92814	0.70757	1.48629	1.93263	1.73552
PPP2CB	0.485721	0.143015	0.691081	0.984077	0.232996	1.07846	0.437751	-0.102373	0.585461	0.371068	0.985875	0.961421	-0.05061	0.164353	1.19948	0.612784	0.949878	0.635484	0.576341	1.02119	0.804821	0.342423	0.535294	0.232996	0.274158	0.428135	0.075547	0.869232	0.453318	0.120574	0.0899051	-0.0861861	-0.00436481	0.170262	0.296665	1.20548	0.11059	0.344392	0.92737	0.762679	-0.130768	0.283301	0.158362	0.424882	1.08991	-0.0757207	-0.130768	0.549003	0.649335	0.902547	0.133539	0.432969	0.1959	0.255273	0.855519	-0.0757207	0.582063	-0.19382	0.892095	0.450249
UCHL1	2.94451	2.99599	3.37777	1.33905	2.99473	3.48274	1.3442	1.59846	3.65344	1.92189	2.48233	1.60938	1.63879	2.17676	3.58814	1.39076	1.53428	1.13925	1.52595	1.5311	1.30963	1.42943	0.895975	1.80841	1.61416	1.52022	1.54704	1.46434	2.26202	3.45111	3.39249	3.27362	1.90472	3.49954	3.43259	3.29191	2.59441	0.822168	3.24626	3.29396	1.83219	2.85628	3.13513	3.31068	2.02469	1.44529	2.05277	1.42455	2.17114	3.52004	3.48035	2.33492	1.28825	1.29776	3.31081	1.72107	3.39215	1.35064	1.20925	3.32779
ITGA5	2.22479	1.86882	1.47349	1.95027	1.9429	2.22681	2.17377	1.13767	2.03846	1.89104	0.854306	2.02169	1.7522	2.3548	2.03997	1.9432	2.8785	1.50893	1.95804	1.67274	2.18642	2.33923	2.24376	1.7364	1.7332	1.96341	1.9308	1.94861	2.05007	2.09167	2.47137	2.07918	1.80706	1.74312	1.61363	1.77981	1.71214	1.97118	2.03471	2.21521	1.57136	2.20194	1.95143	2.58468	2.54813	2.01523	1.43233	1.77459	2.16143	1.99109	1.33965	2.41196	1.2907	1.87192	2.14943	1.66445	1.84794	1.53504	2.39728	1.94812
PHGDH	0.691081	2.05679	2.31965	2.28378	2.42177	2.47712	2.65463	2.28083	2.35156	1.61721	2.11554	2.54916	2.51208	2.37116	2.29243	2.13049	2.77616	1.98502	2.14968	2.87173	2.14866	1.20167	2.4942	2.36498	2.40142	1.56146	2.45926	2.46719	2.67407	2.2642	2.63345	2.21173	2.24736	2.56085	2.3423	2.8669	2.79067	2.11598	2.17435	2.48372	1.78504	2.38961	2.62657	2.19932	2.6142	2.43001	2.80789	2.24279	1.84683	1.3831	3.0272	2.45405	1.65475	2.61374	2.4532	2.16414	2.66378	2.6568	2.39491	2.00052
